price,trim,isOneOwner,mileage,year,color,displacement,fuel,region
34.9,550,t,72.395,2010,White,5.5,Gasoline,SoA
29.995,550,f,132.885,2011,Gray,5.5,Gasoline,Mid
40.495,550,f,50.01,2011,Black,5.5,Gasoline,SoA
47.995,550,f,46.846,2012,Silver,4.6,Gasoline,Mid
45.999,550,t,40.937,2013,Black,4.6,Gasoline,SoA
50.0,550,f,53.785,2013,Silver,4.6,Gasoline,ENC
49.999,550,f,10.449,2013,Black,4.6,Gasoline,Mid
59.881,550,t,27.827,2012,Silver,4.6,Gasoline,ENC
51.995,550,t,16.399,2013,Blue,4.6,Gasoline,Mid
51.992,550,t,26.089,2012,Black,4.6,Gasoline,Mtn
73.991,550,f,2.779,2012,Black,4.6,Gasoline,ENC
57.9,550,f,33.881,2012,Black,4.6,Gasoline,SoA
69.999,550,f,31.484,2012,White,4.6,Gasoline,Mid
49.999,550,f,25.026,2013,Black,4.6,Gasoline,SoA
57.88,550,f,27.458,2012,Black,4.6,Gasoline,ENC
69.9,550,f,11.179,2013,Black,4.6,Gasoline,SoA
47.995,550,f,53.997,2012,Gray,4.6,Gasoline,Mid
46.995,550,f,488.525,2012,White,4.6,Gasoline,Mid
36.577,550,f,81.322,2012,other,4.6,Gasoline,SoA
66.99,550,t,25.124,2013,Black,4.6,Gasoline,WNC
39.495,400,f,13.923,2011,Black,3.5,Hybrid,Mid
43.99,400,f,22.2,2010,Black,3.5,Hybrid,WNC
2.991,320,f,207.177,1996,other,3.2,Gasoline,SoA
1.999,320,f,138.342,1999,other,3.2,Gasoline,SoA
2.999,420,f,87.737,1995,Blue,4.2,Gasoline,ENC
4.9,420,t,135.996,1997,Black,4.2,Gasoline,Mid
2.4,420,f,287.92,1995,White,4.2,Gasoline,SoA
4.995,420,f,181.424,1998,Silver,4.2,Gasoline,SoA
5.999,500,f,120.992,1999,Black,5.0,Gasoline,Mid
2.1,500,f,223.455,1997,Blue,5.0,Gasoline,Mtn
4.995,500,f,177.0,1997,Silver,5.0,Gasoline,SoA
19.988,350,t,61.686,2006,Black,3.7,Gasoline,WSC
19.995,350,f,36.483,2006,White,3.7,Gasoline,Pac
7.5,430,f,136.5,2001,Silver,4.3,Gasoline,SoA
11.9,430,f,65.466,2002,other,4.3,Gasoline,WSC
10.995,430,f,138.796,2003,Gray,4.3,Gasoline,Pac
10.995,430,f,116.37,2003,other,4.3,Gasoline,SoA
12.997,430,f,82.699,2004,Gray,4.3,Gasoline,New
7.95,430,t,103.274,2001,Black,4.3,Gasoline,ESC
14.995,430,f,106.958,2006,Silver,4.3,Gasoline,Pac
7.987,430,f,93.262,2000,Black,4.3,Gasoline,SoA
4.995,430,f,137.73,2000,Silver,4.3,Gasoline,WSC
5.99,430,f,157.0,2000,White,4.3,Gasoline,Mid
6.995,430,f,162.034,2000,Silver,4.3,Gasoline,SoA
12.9,430,t,69.02,2002,Black,4.3,Gasoline,Pac
9.999,430,f,147.807,2005,Silver,4.3,Gasoline,Pac
8.9,430,f,37.5,2000,Black,4.3,Gasoline,ENC
3.995,430,f,230.25,2001,White,4.3,Gasoline,Pac
5.9,430,f,101.493,2000,Silver,4.3,Gasoline,Mid
13.999,430,f,117.414,2002,Silver,4.3,Gasoline,SoA
4.99,430,f,98.43,2000,Silver,4.3,Gasoline,Mid
6.995,430,f,128.351,2001,Silver,4.3,Gasoline,New
10.888,430,f,116.557,2005,Silver,4.3,Gasoline,Pac
13.81,430,f,93.628,2003,Gray,4.3,Gasoline,SoA
10.777,430,f,117.935,2005,Gray,4.3,Gasoline,WSC
11.995,430,f,31.543,2002,White,4.3,Gasoline,ENC
7.335,430,f,105.163,2004,Silver,4.3,Gasoline,SoA
7.999,430,f,87.918,2000,Silver,4.3,Gasoline,WSC
8.991,430,f,95.037,2001,Black,4.3,Gasoline,ENC
12.9,430,f,97.0,2002,Black,4.3,Gasoline,Pac
14.995,55 AMG,f,64.031,2002,Black,5.4,Gasoline,Pac
10.99,55 AMG,f,71.63,2001,Black,5.4,Gasoline,Pac
23.5,55 AMG,f,107.44,2006,Silver,5.4,Gasoline,ENC
22.888,55 AMG,f,64.751,2004,Gray,5.4,Gasoline,Pac
19.981,55 AMG,f,81.612,2005,Silver,5.4,Gasoline,ENC
8.999,500,f,147.813,2002,Black,5.0,Gasoline,Pac
7.999,500,f,150.021,2002,Gray,5.0,Gasoline,SoA
12.999,500,f,77.978,2003,Black,5.0,Gasoline,SoA
10.995,500,f,157.72,2004,Blue,5.0,Gasoline,SoA
13.0,500,f,120.227,2005,Black,5.0,Gasoline,Pac
6.988,500,f,86.627,2001,Black,5.0,Gasoline,Pac
14.93,500,f,31.738,2001,Silver,5.0,Gasoline,WSC
14.25,500,f,108.2,2006,Gray,5.0,Gasoline,WSC
9.0,500,f,97.289,2000,other,5.0,Gasoline,SoA
8.95,500,f,62.195,2002,other,5.0,Gasoline,WSC
8.995,500,f,145.658,2001,Blue,5.0,Gasoline,SoA
7.995,500,f,119.365,2002,Black,5.0,Gasoline,Pac
5.995,500,f,178.582,2001,Silver,5.0,Gasoline,Pac
8.9,500,f,150.0,2001,Blue,5.0,Gasoline,Pac
13.98,500,f,49.186,2003,Black,5.0,Gasoline,WSC
10.999,500,f,203.578,2006,Blue,5.0,Gasoline,Pac
8.999,500,f,142.172,2001,Black,5.0,Gasoline,SoA
8.488,500,f,103.928,2001,Black,5.0,Gasoline,SoA
10.991,500,f,109.391,2004,Silver,5.0,Gasoline,Mtn
9.999,500,f,121.815,2005,Black,5.0,Gasoline,SoA
9.982,500,f,65.11,2001,Silver,5.0,Gasoline,SoA
7.991,500,f,93.415,2001,Blue,5.0,Gasoline,SoA
11.991,500,f,117.678,2004,White,5.0,Gasoline,SoA
9.999,600,f,110.0,2003,Silver,5.5,Gasoline,SoA
15.996,600,f,59.775,2003,Silver,5.5,Gasoline,Mid
14.877,600,f,94.031,2005,Black,5.5,Gasoline,SoA
8.9,430,f,161.229,2005,Gray,4.3,Gasoline,ESC
14.995,430,f,67.576,2004,Gray,4.3,Gasoline,Mid
9.95,430,f,93.528,2004,Silver,4.3,Gasoline,SoA
8.988,430,f,167.106,2004,Silver,4.3,Gasoline,SoA
10.995,430,f,136.2,2006,Blue,4.3,Gasoline,New
10.5,430,f,138.624,2005,Black,4.3,Gasoline,SoA
15.999,430,f,70.108,2004,Silver,4.3,Gasoline,Mid
8.995,430,f,115.0,2003,White,4.3,Gasoline,Mtn
11.995,500,f,116.608,2006,Black,5.0,Gasoline,Mid
9.3,500,f,118.0,2004,Silver,5.0,Gasoline,Mid
11.994,500,f,104.321,2005,Black,5.0,Gasoline,New
13.99,500,f,96.101,2004,Silver,5.0,Gasoline,New
12.991,500,f,93.415,2004,Black,5.0,Gasoline,WNC
10.995,500,f,132.832,2005,Gray,5.0,Gasoline,Mid
22.0,550,f,92.802,2007,Gray,5.5,Gasoline,Mtn
30.9,550,f,22.828,2007,Silver,5.5,Gasoline,Mtn
23.995,550,f,142.248,2007,Gray,5.5,Gasoline,Mid
24.85,550,f,74.561,2007,Silver,5.5,Gasoline,SoA
25.97,550,f,80.391,2007,Black,5.5,Gasoline,SoA
23.98,550,f,100.101,2007,Silver,5.5,Gasoline,Pac
23.995,550,f,96.677,2007,Black,5.5,Gasoline,WSC
30.888,550,t,57.393,2007,Black,5.5,Gasoline,Pac
27.088,550,f,73.391,2007,Gray,5.5,Gasoline,SoA
30.85,550,t,50.541,2007,Silver,5.5,Gasoline,Mid
22.994,550,f,61.847,2007,Blue,5.5,Gasoline,SoA
28.995,550,f,66.536,2007,Black,5.5,Gasoline,SoA
31.744,550,t,61.691,2009,Silver,5.5,Gasoline,Mtn
25.95,550,f,78.623,2007,Silver,5.5,Gasoline,Pac
25.988,550,f,76.186,2007,Black,5.5,Gasoline,SoA
28.777,550,f,89.429,2007,Black,5.5,Gasoline,Mtn
34.492,550,t,46.744,2007,Gray,5.5,Gasoline,SoA
27.9,550,t,93.3,2007,Black,5.5,Gasoline,SoA
31.485,550,f,77.159,2007,Black,5.5,Gasoline,ENC
27.991,550,f,78.27,2008,Gray,5.5,Gasoline,WSC
32.98,550,f,87.995,2009,White,5.5,Gasoline,Pac
40.995,550,f,50.222,2009,White,5.5,Gasoline,Pac
26.995,550,f,86.551,2007,Silver,5.5,Gasoline,Pac
36.5,550,f,66.125,2007,Black,5.5,Gasoline,WSC
22.995,550,t,77.717,2007,Silver,5.5,Gasoline,ENC
33.47,550,f,18.808,2007,Gray,5.5,Gasoline,ESC
38.995,550,t,26.727,2007,Black,5.5,Gasoline,SoA
31.95,550,f,61.8,2007,other,5.5,Gasoline,ESC
30.9,550,f,75.837,2007,White,5.5,Gasoline,Mid
36.888,550,t,44.787,2009,Black,5.5,Gasoline,Pac
28.888,550,f,60.774,2007,White,5.5,Gasoline,Pac
27.867,550,f,82.438,2007,other,5.5,Gasoline,SoA
26.999,550,f,87.0,2007,Silver,5.5,Gasoline,WSC
26.987,550,f,52.589,2007,Gray,5.5,Gasoline,Mid
34.999,550,f,81.165,2007,White,5.5,Gasoline,Pac
34.85,550,f,53.927,2008,White,5.5,Gasoline,WSC
20.873,550,f,102.457,2007,Black,5.5,Gasoline,Pac
33.888,550,f,55.138,2007,Gray,5.5,Gasoline,Pac
34.9,550,f,51.0,2008,Gray,5.5,Gasoline,SoA
26.788,550,f,78.788,2007,Silver,5.5,Gasoline,SoA
27.995,550,f,62.552,2007,White,5.5,Gasoline,Mtn
26.981,550,f,50.142,2007,Black,5.5,Gasoline,ESC
26.85,550,f,97.983,2007,Gray,5.5,Gasoline,Pac
33.53,550,f,85.712,2008,Black,5.5,Gasoline,SoA
62.991,550,f,18.53,2008,White,5.5,Gasoline,Pac
36.911,550,f,44.292,2009,Black,5.5,Gasoline,SoA
31.981,600,f,65.148,2008,Black,5.5,Gasoline,Pac
31.652,600,f,78.696,2007,other,5.5,Gasoline,SoA
36.885,600,t,46.902,2007,Silver,5.5,Gasoline,WSC
38.995,600,f,49.989,2007,Black,5.5,Gasoline,SoA
46.0,63 AMG,f,36.67,2008,Silver,6.3,Gasoline,ESC
48.984,63 AMG,f,32.174,2008,Black,6.3,Gasoline,Pac
52.9,63 AMG,f,41.189,2008,Black,6.3,Gasoline,Pac
53.888,63 AMG,f,34.394,2008,Blue,6.3,Gasoline,Mtn
64.99,65 AMG,f,41.054,2008,Black,6.0,Gasoline,WSC
61.991,65 AMG,f,43.967,2008,White,6.0,Gasoline,Pac
37.999,550,t,42.138,2010,Gray,5.5,Gasoline,SoA
46.5,550,t,32.421,2011,Black,5.5,Gasoline,Pac
37.999,550,f,51.948,2010,Black,5.5,Gasoline,SoA
49.999,550,f,28.499,2010,Silver,5.5,Gasoline,SoA
37.995,550,t,51.612,2010,Black,5.5,Gasoline,Pac
44.88,550,f,28.235,2010,Silver,5.5,Gasoline,Pac
49.977,550,t,49.587,2011,Black,5.5,Gasoline,WSC
36.988,550,f,65.693,2010,Silver,5.5,Gasoline,SoA
67.983,550,f,16.43,2011,White,5.5,Gasoline,Pac
47.85,550,f,21.046,2010,White,5.5,Gasoline,SoA
38.9,550,t,68.554,2010,White,5.5,Gasoline,Mtn
36.888,550,t,69.67,2010,White,5.5,Gasoline,Pac
53.99,550,t,32.113,2011,Black,5.5,Gasoline,Pac
55.9,550,f,27.6,2010,Black,5.5,Gasoline,Pac
43.994,550,t,40.3,2010,Gray,5.5,Gasoline,WSC
41.499,550,f,50.753,2012,Black,4.6,Gasoline,SoA
54.975,550,t,19.475,2012,Black,4.6,Gasoline,SoA
63.85,550,f,30.592,2013,White,4.6,Gasoline,ESC
61.991,550,f,13.783,2012,Black,4.6,Gasoline,SoA
65.98,550,t,12.318,2013,Black,4.6,Gasoline,WNC
62.99,550,f,10.815,2012,Black,4.6,Gasoline,ESC
54.99,550,t,34.798,2012,White,4.6,Gasoline,SoA
56.994,550,t,26.134,2013,Gray,4.6,Gasoline,Pac
69.971,550,f,2.306,2013,Black,4.6,Gasoline,Mid
75.211,550,f,10.003,2013,Silver,4.6,Gasoline,WSC
71.994,550,t,14.509,2013,Black,4.6,Gasoline,SoA
61.994,550,t,25.622,2012,Black,4.6,Gasoline,SoA
54.995,550,t,22.654,2012,Black,4.6,Gasoline,WSC
58.897,550,f,33.27,2013,Black,4.6,Gasoline,Mtn
49.999,550,f,20.994,2012,Blue,4.6,Gasoline,SoA
56.995,550,f,33.5,2013,White,4.6,Gasoline,WSC
55.85,550,f,38.563,2012,White,4.6,Gasoline,WSC
64.779,550,t,19.756,2012,Black,4.6,Gasoline,Pac
49.89,63 AMG,f,45.871,2010,Black,6.3,Gasoline,WSC
59.9,63 AMG,f,38.499,2010,Black,6.3,Gasoline,SoA
26.39,550,f,99.77,2008,Blue,5.5,Gasoline,Mid
28.995,550,f,61.39,2009,White,5.5,Gasoline,Mid
28.998,550,f,75.494,2007,Black,5.5,Gasoline,SoA
24.995,550,t,90.651,2007,White,5.5,Gasoline,Mid
21.995,550,f,106.22,2007,Black,5.5,Gasoline,Mid
31.601,550,f,90.755,2009,Black,5.5,Gasoline,Mid
28.473,550,f,94.0,2009,Black,5.5,Gasoline,ESC
25.699,550,f,78.364,2007,Black,5.5,Gasoline,ENC
35.995,550,f,65.379,2009,Black,5.5,Gasoline,Mid
19.995,550,f,143.0,2007,Black,5.5,Gasoline,ENC
26.9,550,f,81.342,2008,Blue,5.5,Gasoline,SoA
41.797,550,t,48.568,2008,White,5.5,Gasoline,Mid
33.495,550,f,52.234,2008,Black,5.5,Gasoline,Mid
26.977,550,t,78.183,2008,Blue,5.5,Gasoline,SoA
29.6,550,f,60.336,2007,Blue,5.5,Gasoline,Mid
24.995,550,f,99.062,2007,Gray,5.5,Gasoline,Mid
26.999,550,f,75.032,2008,Silver,5.5,Gasoline,ENC
24.995,550,t,89.255,2008,Gray,5.5,Gasoline,New
36.95,550,f,48.462,2009,White,5.5,Gasoline,Mid
21.495,550,f,104.756,2007,Black,5.5,Gasoline,Mid
23.99,550,f,148.764,2008,Black,5.5,Gasoline,SoA
42.993,550,f,82.54,2008,White,5.5,Gasoline,Mid
20.495,550,f,115.658,2008,Black,5.5,Gasoline,ENC
26.995,550,t,79.2,2009,Blue,5.5,Gasoline,New
32.85,550,f,70.494,2009,Silver,5.5,Gasoline,WNC
30.98,550,f,73.132,2007,Black,5.5,Gasoline,Mid
26.995,550,f,64.884,2008,Black,5.5,Gasoline,SoA
27.98,550,t,69.997,2008,Black,5.5,Gasoline,Mid
31.984,550,f,69.697,2008,White,5.5,Gasoline,SoA
44.95,550,f,38.729,2008,other,5.5,Gasoline,SoA
29.455,550,f,55.085,2008,Silver,5.5,Gasoline,Mid
42.995,550,f,55.578,2009,Gray,5.5,Gasoline,Mid
29.55,550,t,69.069,2009,Silver,5.5,Gasoline,SoA
79.987,350,f,0.008,2013,Black,3.0,Diesel,ENC
59.941,350,t,23.258,2012,Gray,3.0,Diesel,Pac
54.995,350,f,19.305,2012,Blue,3.0,Diesel,SoA
52.995,350,f,20.473,2012,Black,3.0,Diesel,WSC
49.99,550,f,27.934,2010,Black,5.5,Gasoline,ENC
55.671,550,f,23.897,2010,White,5.5,Gasoline,SoA
49.999,550,f,5.884,2011,Black,5.5,Gasoline,ENC
53.49,550,f,44.421,2011,Blue,5.5,Gasoline,New
41.557,550,f,70.333,2011,Black,5.5,Gasoline,SoA
40.777,550,f,32.55,2010,White,5.5,Gasoline,Mid
47.9,550,f,67.613,2011,Black,5.5,Gasoline,ENC
53.955,550,f,32.664,2011,White,5.5,Gasoline,SoA
49.9,550,f,25.031,2011,Black,5.5,Gasoline,ESC
46.995,550,t,31.153,2011,White,5.5,Gasoline,Mid
42.0,550,t,45.126,2011,Gray,5.5,Gasoline,SoA
46.499,550,f,42.344,2011,Silver,5.5,Gasoline,SoA
48.88,550,f,36.833,2011,Black,5.5,Gasoline,ESC
49.995,550,f,46.235,2011,White,5.5,Gasoline,SoA
59.998,550,f,16.679,2011,White,5.5,Gasoline,New
42.999,550,f,38.326,2010,White,5.5,Gasoline,SoA
38.999,550,f,29.431,2011,White,5.5,Gasoline,SoA
37.995,550,f,47.41,2010,Black,5.5,Gasoline,Mid
38.995,550,t,85.375,2011,Black,5.5,Gasoline,Mid
47.975,550,f,45.334,2012,Blue,4.6,Gasoline,ENC
44.977,550,f,34.458,2012,Gray,4.6,Gasoline,New
59.99,550,t,20.324,2013,Silver,4.6,Gasoline,WNC
46.99,550,f,49.925,2012,Silver,4.6,Gasoline,SoA
43.595,550,f,63.17,2012,Black,4.6,Gasoline,Mid
56.999,550,f,22.832,2013,Black,4.6,Gasoline,SoA
53.995,550,f,29.603,2013,Black,4.6,Gasoline,Mid
58.88,550,f,30.537,2013,Black,4.6,Gasoline,SoA
53.9,550,f,31.604,2012,Black,4.6,Gasoline,SoA
52.876,550,t,35.718,2012,Black,4.6,Gasoline,ENC
58.999,550,t,17.061,2013,White,4.6,Gasoline,SoA
52.95,550,f,36.572,2012,Silver,4.6,Gasoline,SoA
52.75,550,f,20.687,2012,Silver,4.6,Gasoline,SoA
59.849,550,f,20.667,2012,Black,4.6,Gasoline,Mid
45.995,550,f,24.249,2012,Black,4.6,Gasoline,Mid
64.991,550,f,23.249,2013,White,4.6,Gasoline,ENC
64.999,550,t,10.854,2012,Silver,4.6,Gasoline,SoA
47.995,550,f,16.124,2012,Black,4.6,Gasoline,Mid
59.9,550,t,25.936,2012,White,4.6,Gasoline,Mid
45.911,550,t,36.614,2012,other,4.6,Gasoline,Mid
44.997,550,f,45.954,2012,Gray,4.6,Gasoline,New
66.99,550,f,5.683,2012,Black,4.6,Gasoline,ENC
58.995,550,t,41.141,2013,Black,4.6,Gasoline,Mid
61.991,550,f,30.016,2013,Silver,4.6,Gasoline,Mid
42.995,550,f,58.828,2012,Silver,4.6,Gasoline,Mid
41.991,400,f,22.547,2010,White,3.5,Hybrid,Mid
39.995,400,f,29.16,2010,Black,3.5,Hybrid,SoA
37.991,400,f,37.125,2010,Gray,3.5,Hybrid,SoA
70.777,400,f,2.895,2013,Blue,3.5,Hybrid,Pac
6.995,320,f,151.301,1996,Silver,3.2,Gasoline,SoA
3.5,320,f,255.627,1999,Black,3.2,Gasoline,SoA
1.9,320,f,151.638,1997,Silver,3.2,Gasoline,Mtn
6.995,320,f,110.134,1999,Black,3.2,Gasoline,Pac
3.988,320,f,131.888,1998,other,3.2,Gasoline,WNC
4.9,420,f,122.724,1996,White,4.2,Gasoline,SoA
8.49,420,f,92.303,1999,Black,4.2,Gasoline,ESC
7.484,500,f,51.895,1995,White,5.0,Gasoline,SoA
14.992,350,f,64.785,2006,Blue,3.7,Gasoline,Pac
10.8,430,f,80.088,2002,Black,4.3,Gasoline,Mtn
9.997,430,t,52.632,2000,White,4.3,Gasoline,ENC
3.277,430,f,152.102,2000,Silver,4.3,Gasoline,ENC
4.95,430,f,121.057,2002,other,4.3,Gasoline,WSC
8.295,430,f,145.86,2002,Silver,4.3,Gasoline,Pac
6.999,430,f,188.825,2002,Gray,4.3,Gasoline,SoA
10.495,430,f,95.785,2003,Silver,4.3,Gasoline,ENC
7.85,430,f,81.406,2000,Blue,4.3,Gasoline,WSC
3.5,430,f,131.44,2002,White,4.3,Gasoline,Pac
9.99,430,f,93.919,2003,Silver,4.3,Gasoline,New
12.995,430,t,93.091,2005,Black,4.3,Gasoline,SoA
9.966,430,f,103.408,2000,Black,4.3,Gasoline,ENC
2.8,430,f,59.69,2002,Black,4.3,Gasoline,WSC
4.0,430,f,57.453,2004,Blue,4.3,Gasoline,SoA
18.995,430,f,42.061,2006,Silver,4.3,Gasoline,Pac
9.995,430,f,93.124,2002,White,4.3,Gasoline,Mid
5.985,430,f,103.179,2000,Black,4.3,Gasoline,ENC
10.495,430,f,101.16,2003,Black,4.3,Gasoline,SoA
13.991,430,f,54.135,2004,Black,4.3,Gasoline,WSC
6.955,430,f,113.417,2000,other,4.3,Gasoline,Pac
12.999,430,f,99.428,2005,Gray,4.3,Gasoline,Pac
11.9,430,f,138.939,2006,White,4.3,Gasoline,ESC
8.748,430,f,102.9,2000,Black,4.3,Gasoline,Pac
8.967,430,f,74.476,2000,Black,4.3,Gasoline,SoA
5.652,430,f,222.03,2001,Silver,4.3,Gasoline,Pac
8.67,430,f,112.075,2000,Black,4.3,Gasoline,SoA
8.999,430,f,125.148,2001,Blue,4.3,Gasoline,Mtn
10.991,430,f,84.283,2001,Blue,4.3,Gasoline,Pac
9.999,430,f,162.231,2002,Black,4.3,Gasoline,SoA
9.995,430,f,111.344,2003,Black,4.3,Gasoline,Mid
3.995,430,f,220.008,2000,Black,4.3,Gasoline,SoA
6.999,430,t,180.0,2000,Black,4.3,Gasoline,Pac
14.758,55 AMG,f,115.356,2004,Silver,5.4,Gasoline,ESC
16.988,55 AMG,f,99.92,2003,Silver,5.4,Gasoline,ENC
14.95,500,f,59.33,2002,Silver,5.0,Gasoline,Mtn
13.936,500,f,116.545,2005,Blue,5.0,Gasoline,SoA
6.9,500,f,128.579,2001,Silver,5.0,Gasoline,Mid
12.492,500,f,121.583,2005,Gray,5.0,Gasoline,Pac
16.95,500,f,59.221,2004,other,5.0,Gasoline,Pac
7.9,500,f,163.902,2005,White,5.0,Gasoline,SoA
18.995,500,f,48.5,2005,Silver,5.0,Gasoline,WNC
6.995,500,f,117.828,2000,Silver,5.0,Gasoline,ENC
8.95,500,f,140.85,2001,Black,5.0,Gasoline,SoA
17.573,500,f,69.403,2006,White,5.0,Gasoline,WSC
5.999,500,f,147.875,2002,Black,5.0,Gasoline,Pac
15.982,500,f,70.075,2006,Silver,5.0,Gasoline,SoA
6.991,500,f,184.668,2001,Black,5.0,Gasoline,Pac
10.995,500,f,101.255,2003,Silver,5.0,Gasoline,Pac
4.995,500,f,138.059,2000,Black,5.0,Gasoline,New
5.485,500,f,126.708,2000,Black,5.0,Gasoline,ENC
10.499,500,f,118.071,2003,Silver,5.0,Gasoline,Pac
15.995,500,f,94.109,2005,other,5.0,Gasoline,SoA
7.995,500,f,106.722,2002,Silver,5.0,Gasoline,ENC
5.8,500,f,120.829,2000,Black,5.0,Gasoline,WSC
8.999,500,f,103.742,2000,Silver,5.0,Gasoline,SoA
7.995,500,f,149.9,2000,other,5.0,Gasoline,Mtn
8.995,500,f,131.833,2002,Black,5.0,Gasoline,Mtn
8.998,500,f,142.181,2003,Silver,5.0,Gasoline,WSC
4.99,500,f,146.927,2000,Silver,5.0,Gasoline,SoA
9.995,500,f,87.893,2002,Silver,5.0,Gasoline,Pac
8.998,500,f,88.744,2002,White,5.0,Gasoline,ESC
14.991,500,f,72.336,2005,Black,5.0,Gasoline,ENC
14.998,600,f,80.016,2003,Black,5.5,Gasoline,SoA
19.999,65 AMG,f,119.91,2006,Black,6.0,Gasoline,SoA
28.882,65 AMG,f,69.507,2006,Silver,6.0,Gasoline,WSC
14.9,430,f,66.141,2005,Silver,4.3,Gasoline,SoA
15.995,430,f,61.534,2005,Blue,4.3,Gasoline,SoA
11.995,430,f,153.359,2005,Black,4.3,Gasoline,ENC
12.495,430,f,69.972,2004,Silver,4.3,Gasoline,ENC
18.994,430,f,69.885,2006,Black,4.3,Gasoline,SoA
13.995,430,f,83.625,2006,Black,4.3,Gasoline,ENC
11.5,500,f,123.658,2006,Silver,5.0,Gasoline,WSC
12.982,500,f,126.94,2005,Black,5.0,Gasoline,ESC
17.995,500,f,70.15,2005,Black,5.0,Gasoline,ENC
9.99,500,f,156.136,2005,Silver,5.0,Gasoline,WNC
8.99,500,f,128.889,2003,Silver,5.0,Gasoline,ENC
20.988,550,f,80.833,2007,Silver,5.5,Gasoline,Pac
16.995,550,f,142.33,2007,Black,5.5,Gasoline,SoA
27.5,550,f,98.116,2007,Silver,5.5,Gasoline,WSC
26.995,550,f,62.3,2007,Black,5.5,Gasoline,Pac
26.88,550,f,97.376,2007,White,5.5,Gasoline,ENC
27.998,550,f,99.978,2008,Silver,5.5,Gasoline,WSC
43.981,550,f,2.702,2008,Black,5.5,Gasoline,Pac
29.995,550,f,74.885,2007,Silver,5.5,Gasoline,SoA
31.995,550,t,73.609,2007,Black,5.5,Gasoline,Pac
28.497,550,f,76.326,2007,Blue,5.5,Gasoline,ENC
29.998,550,f,100.015,2008,Blue,5.5,Gasoline,WSC
33.991,550,t,55.486,2008,Black,5.5,Gasoline,WSC
24.795,550,f,71.787,2007,Blue,5.5,Gasoline,SoA
19.995,550,f,84.737,2007,Silver,5.5,Gasoline,SoA
17.99,550,f,142.496,2007,Gray,5.5,Gasoline,ESC
27.985,550,f,40.143,2007,White,5.5,Gasoline,SoA
28.0,550,f,79.136,2007,Blue,5.5,Gasoline,SoA
36.881,550,f,30.74,2007,Black,5.5,Gasoline,SoA
26.988,550,f,66.091,2007,White,5.5,Gasoline,WSC
37.992,550,f,31.836,2009,Silver,5.5,Gasoline,SoA
21.991,550,f,124.606,2007,Silver,5.5,Gasoline,Pac
28.995,550,f,82.637,2007,Silver,5.5,Gasoline,SoA
26.9,550,f,100.121,2007,Gray,5.5,Gasoline,SoA
23.9,550,f,84.315,2007,Gray,5.5,Gasoline,Pac
21.799,550,f,98.575,2007,Gray,5.5,Gasoline,SoA
26.995,550,f,62.311,2007,Gray,5.5,Gasoline,SoA
34.988,550,f,63.238,2008,Silver,5.5,Gasoline,Pac
33.9,550,f,82.503,2008,White,5.5,Gasoline,SoA
32.499,550,f,72.185,2008,Black,5.5,Gasoline,SoA
27.995,550,f,55.679,2007,Silver,5.5,Gasoline,Pac
29.293,550,f,60.282,2007,White,5.5,Gasoline,SoA
32.981,550,f,94.473,2009,Black,5.5,Gasoline,Pac
26.29,550,f,103.96,2007,Gray,5.5,Gasoline,Pac
35.9,550,f,24.773,2007,other,5.5,Gasoline,SoA
24.995,550,t,79.496,2007,Black,5.5,Gasoline,Mid
62.0,550,f,39.308,2009,Blue,5.5,Gasoline,WSC
29.977,550,f,51.188,2007,Gray,5.5,Gasoline,WNC
22.995,550,f,129.692,2007,White,5.5,Gasoline,Pac
31.15,550,t,108.277,2009,Black,5.5,Gasoline,Pac
23.995,550,f,71.534,2007,Gray,5.5,Gasoline,ENC
28.9,550,f,102.67,2008,Black,5.5,Gasoline,WSC
19.995,550,f,140.774,2007,Gray,5.5,Gasoline,SoA
26.585,550,f,89.695,2007,Silver,5.5,Gasoline,WSC
25.995,550,f,92.0,2007,Gray,5.5,Gasoline,SoA
24.99,550,f,88.15,2007,Black,5.5,Gasoline,SoA
19.9,550,f,106.837,2007,White,5.5,Gasoline,SoA
19.0,550,f,117.445,2007,Black,5.5,Gasoline,SoA
32.995,550,f,69.131,2007,Silver,5.5,Gasoline,ENC
29.777,550,t,56.711,2007,Black,5.5,Gasoline,ENC
41.995,550,f,42.284,2008,Gray,5.5,Gasoline,Pac
29.85,600,f,119.266,2007,Blue,5.5,Gasoline,Mid
30.9,600,t,54.055,2007,other,5.5,Gasoline,Mtn
29.995,600,f,73.154,2007,Gray,5.5,Gasoline,SoA
28.7,63 AMG,f,117.308,2008,Gray,6.3,Gasoline,SoA
63.995,63 AMG,f,15.466,2009,Silver,6.3,Gasoline,SoA
38.999,63 AMG,f,69.974,2008,Silver,6.3,Gasoline,SoA
47.988,63 AMG,t,68.897,2008,White,6.3,Gasoline,Mtn
46.995,63 AMG,f,60.501,2009,Black,6.3,Gasoline,Pac
49.995,63 AMG,t,42.013,2008,Gray,6.3,Gasoline,Mid
41.995,63 AMG,f,77.314,2009,Black,6.3,Gasoline,Pac
44.99,63 AMG,f,65.4,2008,White,6.3,Gasoline,Pac
29.96,63 AMG,f,102.959,2008,Black,6.3,Gasoline,SoA
46.9,550,f,30.013,2010,Black,5.5,Gasoline,Pac
43.99,550,t,36.621,2010,Black,5.5,Gasoline,Pac
